,Title,Year,Duration,MPA,Rating,Votes,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
316,317. The Secret Garden,2020,1h 39m,PG,5.6,10000.0,8721243.0,5760154.237918216,2185475.1598360655,['Marc Munden'],"['Jack Thorne', 'Frances Hodgson Burnett']","['Dixie Egerickx', 'Richard Hansell', 'David Verrey']","['Drama', 'Family', 'Fantasy', 'Mystery']","['United Kingdom', 'France', 'United States', 'China']","['Bodnant Garden, Tal-y-Cafn, Colwyn Bay, Conwy, Wales, UK']","['STX Films', 'StudioCanal', 'Heyday Films']",['English'],0,0,0,2020
317,318. The Forgotten Battle,2020,2h 4m,TV-MA,7.1,38000.0,6000546.0,5760154.237918216,2185475.1598360655,['Matthijs van Heijningen Jr.'],"['Paula van der Oest', 'Jesse Maiman', 'Pauline van Mantgem']","['Gijs Blom', 'Jamie Flatters', 'Susan Radder']","['Action', 'Adventure', 'War']","['Netherlands', 'Belgium']",['Lithuania'],"['Levitate Film', 'Caviar Films', 'Evangelische Omroep (EO)']","['Dutch', 'German', 'English']",0,4,0,2020
318,319. Caveat,2020,1h 28m,Unrated,5.9,9300.0,78665.0,5760154.237918216,2185475.1598360655,['Damian Mc Carthy'],['Damian Mc Carthy'],"['Ben Caplan', 'Johnny French', 'Leila Sykes']","['Horror', 'Mystery', 'Thriller']",['United Kingdom'],"['Bantry House, Bantry, County Cork, Ireland']",['HyneSight Films'],['English'],0,0,0,2020
322,323. The Night Clerk,2020,1h 30m,R,5.6,20000.0,302127.0,5760154.237918216,2185475.1598360655,['Michael Cristofer'],['Michael Cristofer'],"['Tye Sheridan', 'Ana de Armas', 'Helen Hunt']","['Psychological Thriller', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",['United States'],"['Salt Lake City, Utah, USA']","['Convergent Media.', 'Highland Film Group (HFG)', 'WulfPak Productions']",['English'],0,0,0,2020
324,325. The King of Staten Island,2020,2h 16m,R,7.1,79000.0,2180452.0,5760154.237918216,2185475.1598360655,['Judd Apatow'],"['Judd Apatow', 'Pete Davidson', 'Dave Sirus']","['Pete Davidson', 'Bel Powley', 'Ricky Velez']","['Coming-of-Age', 'Dark Comedy', 'Stoner Comedy', 'Tragedy', 'Comedy', 'Drama']","['United States', 'China']","['New York City, New York, USA']","['Universal Pictures', 'Perfect World Pictures', 'Apatow Productions']",['English'],0,24,0,2020
325,326. Host,2020,57m,Unrated,6.5,43000.0,443807.0,5760154.237918216,2185475.1598360655,['Rob Savage'],"['Gemma Hurley', 'Rob Savage', 'Jed Shepherd']","['Haley Bishop', 'Jemma Moore', 'Emma Louise Webb']","['Found Footage Horror', 'Slasher Horror', 'Supernatural Horror', 'Horror', 'Mystery']",['United Kingdom'],[Global],"['Shadowhouse Films', 'Boo-Urns']",['English'],0,8,0,2020
326,327. Wolfwalkers,2020,1h 43m,PG,8.0,41000.0,1310720.0,5760154.237918216,2185475.1598360655,"['Tomm Moore', 'Ross Stewart']","['Will Collins', 'Tomm Moore', 'Ross Stewart']","['Honor Kneafsey', 'Eva Whittaker', 'Sean Bean']","['Coming-of-Age', 'Dark Fantasy', 'Fairy Tale', 'Hand-Drawn Animation', 'Teen Adventure', 'Action', 'Adventure', 'Animation', 'Drama', 'Family']","['Ireland', 'Luxembourg', 'France', 'China', 'United States']","['Kilkenny, County Kilkenny, Ireland']","['Apple Original Films', 'Cartoon Saloon', 'Mélusine Productions']","['English', 'Irish Gaelic']",0,67,1,2020
327,328. My Spy,2020,1h 39m,PG-13,6.4,39000.0,10200000.0,5760154.237918216,2185475.1598360655,['Peter Segal'],"['Erich Hoeber', 'Jon Hoeber']","['Dave Bautista', 'Chloe Coleman', 'Parisa Fitz-Henley']","['Buddy Comedy', 'Action', 'Comedy']",['United States'],"['Toronto, Ontario, Canada']","['Good Fear Content', 'Dream Bros. Entertainment', 'Dream Bros. Entertainment']","['English', 'French', 'Russian']",0,0,0,2020
330,331. Songbird,2020,1h 24m,PG-13,4.8,12000.0,620836.0,5760154.237918216,2185475.1598360655,['Adam Mason'],"['Adam Mason', 'Simon Boyes']","['KJ Apa', 'Sofia Carson', 'Craig Robinson']","['Dark Comedy', 'Dystopian Sci-Fi', 'Psychological Thriller', 'Drama', 'Sci-Fi', 'Thriller']",['United States'],"['Los Angeles, California, USA']","['STX Films', 'Invisible Narratives', 'Platinum Dunes']","['English', 'Spanish']",0,0,0,2020
331,332. A Christmas Carol,2020,1h 34m,Unrated,5.3,464000.0,179750.0,5760154.237918216,2185475.1598360655,['Jacqui Morris'],"['Charles Dickens', 'David Morris']","['Thea Achillea', 'Ruby McMillan-Wilson', 'Oliver John Lock']","['Animation', 'Drama']",['United Kingdom'],[Global],['Frith Street Films'],['English'],0,0,0,2020
332,333. Capone,2020,1h 43m,R,4.7,24000.0,858281.0,5760154.237918216,2185475.1598360655,['Josh Trank'],['Josh Trank'],"['Tom Hardy', 'Linda Cardellini', 'Matt Dillon']","['True Crime', 'Biography', 'Crime', 'Drama']","['Canada', 'United States', 'United Kingdom']","['18447 Three Rivers Rd, Covington, Louisiana, USA']","['BRON Studios', 'A Band Apart', 'AI-Film']","['English', 'Italian', 'Spanish']",0,0,0,2020
333,334. The Postcard Killings,2020,1h 44m,Unrated,5.8,17000.0,181415.0,5760154.237918216,2185475.1598360655,['Danis Tanovic'],"['Andrew Stern', 'Ellen Furman', 'Liza Marklund']","['Jeffrey Dean Morgan', 'Famke Janssen', 'Cush Jumbo']","['Crime', 'Drama', 'Mystery', 'Thriller']","['United Kingdom', 'Germany', 'United States']","['Stockholm, Sweden']","['Good Films Collective', 'GFC Postcard', 'Hindsight Media']","['English', 'Swedish', 'Russian', 'German', 'French', 'Dutch', 'Finnish']",0,0,0,2020
334,335. The Comeback Trail,2020,1h 44m,R,5.7,12000.0,2407255.0,5760154.237918216,2185475.1598360655,['George Gallo'],"['George Gallo', 'Josh Posner', 'Harry Hurwitz']","['Robert De Niro', 'Tommy Lee Jones', 'Morgan Freeman']","['Comedy', 'Crime']","['United States', 'United Kingdom']","['Albuquerque, New Mexico, USA']","['Storyboard Media', 'Alla Prima Productions', 'Don Kee Productions']",['English'],0,0,0,2020
341,342. No Escapes,2020,2h 11m,Unrated,6.5,1800.0,12916151.0,5760154.237918216,2185475.1598360655,['Alexey Nuzhny'],"['Nikolay Kulikov', 'Konstantin Mayer', 'Alexey Nuzhny']","['Konstantin Khabensky', 'Stasya Miloslavskaya', 'Andrey Smolyakov']","['Action', 'Drama']",['Russia'],[Global],"['Studio Trite', 'Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK)']",['Russian'],0,3,0,2020
343,344. Superdeep,2020,1h 55m,Unrated,4.9,6100.0,596370.0,5760154.237918216,2185475.1598360655,"['Arseny Syuhin', 'Sergey Torchilin']","['Sergey Torchilin', 'Viktor Bondaryuk', 'Milena Radulovic']","['Milena Radulovic', 'Sergey Ivanyuk', 'Nikolay Kovbas']","['Body Horror', 'Horror', 'Sci-Fi', 'Thriller']",['Russia'],"['Teriberka, Murmansk oblast, Russia']",['Trio Film'],"['Russian', 'English']",0,0,0,2020
346,347. The Prom,2020,2h 10m,PG-13,5.9,30000.0,187430.0,5760154.237918216,2185475.1598360655,['Ryan Murphy'],"['Bob Martin', 'Chad Beguelin', 'Matthew Sklar']","['Meryl Streep', 'James Corden', 'Nicole Kidman']","['Pop Musical', 'Satire', 'Comedy', 'Drama', 'Musical']",['United States'],"['Orpheum Theater - 842 South Broadway, Downtown, Los Angeles, California, USA']","['Dramatic Forces', 'Storykey', 'Netflix']",['English'],0,29,0,2020
347,348. Escape from Pretoria,2020,1h 46m,PG-13,6.8,46000.0,2431995.0,5760154.237918216,2185475.1598360655,['Francis Annan'],"['Francis Annan', 'L.H. Adams', 'Tim Jenkin']","['Daniel Radcliffe', 'Daniel Webber', 'Ian Hart']","['Docudrama', 'Prison Drama', 'True Crime', 'Action', 'Biography', 'Crime', 'Mystery', 'Thriller']","['United Kingdom', 'Australia', 'United States', 'South Africa', 'Germany']","['Adelaide, South Australia, Australia']","['Footprint Films', 'Beagle Pug Films', 'MEP Capital']","['English', 'French', 'Afrikaans']",0,0,0,2020
349,350. Silver Skates,2020,2h 10m,TV-MA,7.1,8100.0,7099734.0,5760154.237918216,2185475.1598360655,['Michael Lockshin'],"['Mary Mapes Dodge', 'Roman Kantor']","['Fedor Fedotov', 'Sonya Priss', 'Yura Borisov']","['Period Drama', 'Adventure', 'Drama', 'Family', 'Romance']",['Russia'],"['St. Petersburg, Russia']","['Central Partnership Productions', 'KIT Film Studio', 'Kinoslovo']","['Russian', 'English', 'French']",0,6,0,2020
350,351. Cuties,2020,1h 36m,TV-MA,3.6,33000.0,692459.0,5760154.237918216,2185475.1598360655,['Maïmouna Doucouré'],['Maïmouna Doucouré'],"['Fathia Youssouf', 'Médina El Aidi-Azouni', 'Esther Gohourou']","['Teen Drama', 'Drama']",['France'],"['Collège Georges Brassens - 4 Rue Erik Satie, Paris 19, Paris, France']","['Bien Ou Bien Productions', 'France 3 Cinéma', 'Canal+']","['French', 'Wolof', 'Arabic', 'Spanish', 'English']",0,8,0,2020
352,353. A Nice Girl Like You,2020,1h 34m,R,5.2,8000.0,771222.0,5760154.237918216,2185475.1598360655,"['Chris Riedell', 'Nick Riedell']","['Ayn Carrillo Gailey', 'Andrea Marcellus']","['Lucy Hale', 'Leonidas Gulaptis', 'Mindy Cohn']","['Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['New Jersey, USA']","['SPR Media', 'Affirmative Entertainment', 'CaliWood Pictures']","['English', 'French']",0,0,0,2020
354,355. An American Pickle,2020,1h 28m,PG-13,5.7,28000.0,499649.0,5760154.237918216,2185475.1598360655,['Brandon Trost'],['Simon Rich'],"['Seth Rogen', 'Sarah Snook', 'Molly Evensen']","['Comedy', 'Fantasy']","['United States', 'United Kingdom']","['Pittsburgh, Pennsylvania, USA']","['Point Grey Pictures', 'Gravitational Productions', 'Sony Pictures Releasing']","['English', 'Yiddish', 'Hebrew']",0,0,0,2020
355,356. Herself,2020,1h 37m,R,7.0,4900.0,779092.0,5760154.237918216,2185475.1598360655,['Phyllida Lloyd'],"['Clare Dunne', 'Malcolm Campbell']","['Molly McCann', 'Clare Dunne', ""Ruby Rose O'Hara""]",['Drama'],"['Ireland', 'United Kingdom']",[Global],"['BBC Film', 'British Film Institute (BFI)', 'Element Pictures']",['English'],0,10,0,2020
360,361. Occupation: Rainfall,2020,2h 8m,R,4.7,16000.0,343414.0,5760154.237918216,2185475.1598360655,['Luke Sparke'],"['Luke Sparke', 'Dale Dye', 'Felix Williamson']","['Dan Ewing', 'Temuera Morrison', 'Daniel Gillies']","['Action', 'Sci-Fi']",['Australia'],"['Gold Coast, Queensland, Australia']","['Occupation Two Productions', 'Sparke Films']",['English'],0,0,0,2020
361,362. Arkansas,2020,1h 57m,R,6.0,16000.0,128761.0,5760154.237918216,2185475.1598360655,['Clark Duke'],"['Clark Duke', 'Andrew Boonkrong', 'John Brandon']","['Liam Hemsworth', 'Jacob Zachar', 'Chris Mullinax']","['Action', 'Crime', 'Mystery', 'Thriller']",['United States'],"['Mobile, Alabama, USA']","['Storyboard Media', 'Don Kee Productions', 'Jeff Rice Films']",['English'],0,0,0,2020
362,363. On the Rocks,2020,1h 36m,R,6.4,38000.0,992103.0,5760154.237918216,2185475.1598360655,['Sofia Coppola'],['Sofia Coppola'],"['Bill Murray', 'Rashida Jones', 'Marlon Wayans']","['Comedy', 'Drama', 'Romance']",['United States'],"['21 Club - 21 West 52nd Street, Manhattan, New York City, New York, USA']","['A24', 'American Zoetrope']",['English'],0,40,0,2020
363,364. Another Happy Christmas,2020,1h 30m,Unrated,5.7,693000.0,541549.0,5760154.237918216,2185475.1598360655,['Henrik Martin Dahlsbakken'],"['Erlend Loe', 'Henrik Martin Dahlsbakken']","['Anne Marit Jacobsen', 'Otto Jespersen', 'Nils Jørgen Kaalstad']","['Holiday Comedy', 'Comedy', 'Drama']",['Norway'],[Global],"['Nordisk Film Production AS', 'FilmBros', 'Filminvest']","['Norwegian', 'Swedish']",0,0,0,2020
369,370. Life in a Year,2020,1h 47m,PG-13,6.2,11000.0,43862.0,5760154.237918216,2185475.1598360655,['Mitja Okorn'],"['Jeffrey Addiss', 'Will Matthews']","['Jaden Smith', 'Cara Delevingne', 'Cuba Gooding Jr.']","['Drama', 'Romance']",['United States'],"['Toronto, Ontario, Canada']",['Overbrook Entertainment'],['English'],0,0,0,2020
373,374. #Alive,2020,1h 38m,TV-MA,6.3,50000.0,13432212.0,5760154.237918216,2185475.1598360655,"['Il Cho', 'Jo Il Hyung']","['Il Cho', 'Jo Il Hyung', 'Chuck Mccue']","['Yoo Ah-in', 'Park Shin-hye', 'Jeon Bae-soo']","['Zombie Horror', 'Action', 'Drama', 'Horror', 'Thriller']",['South Korea'],"['Studio Cube, Daejeon, South Korea']","['Zip Cinema', 'Perspective Pictures']",['Korean'],0,0,0,2020
378,379. A Christmas Gift from Bob,2020,1h 32m,Unrated,6.4,2800.0,1579580.0,5760154.237918216,2185475.1598360655,['Charles Martin Smith'],"['James Bowen', 'Garry Jenkins']","['Bob the Cat', 'Luke Treadaway', 'Ella Jarvis']","['Drama', 'Family']",['United Kingdom'],"['Twickenham Studios, The Barons, Twickenham TW1 2AW, United Kingdom']","['Studio Pictures', 'Parkhouse Pictures', 'Align']",['English'],0,0,0,2020
381,382. The Secret: Dare to Dream,2020,1h 47m,PG,6.5,19000.0,3215636.0,5760154.237918216,2185475.1598360655,['Andy Tennant'],"['Bekah Brunstetter', 'Andy Tennant', 'Rick Parks']","['Katie Holmes', 'Josh Lucas', 'Celia Weston']","['Drama', 'Romance']",['United States'],"['New Orleans, Louisiana, USA']","['TRI G', 'Savvy Media Holdings', 'Covert Media']",['English'],0,0,0,2020
384,385. Misbehaviour,2020,1h 46m,Unrated,6.4,11000.0,1928777.0,5760154.237918216,2185475.1598360655,['Philippa Lowthorpe'],"['Rebecca Frayn', 'Gaby Chiappe']","['Keira Knightley', 'Gugu Mbatha-Raw', 'Jessie Buckley']","['Period Drama', 'Comedy', 'Drama', 'History']","['United Kingdom', 'France']","['Eltham Palace, Court Road, Eltham, London, England, UK']","['Pathé', 'BBC Film', 'British Film Institute (BFI)']",['English'],0,4,0,2020
385,386. Ala Vaikunthapurramuloo,2020,2h 43m,TV-PG,7.3,25000.0,28477890.0,5760154.237918216,2185475.1598360655,['Trivikram Srinivas'],"['Shanoor Mirza', 'Trivikram Srinivas']","['Allu Arjun', 'Pooja Hegde', 'Tabu']","['One-Person Army Action', 'Action', 'Comedy', 'Drama']",['India'],[Global],"['Geetha Arts', 'Haarika & Hassine Creations']",['Telugu'],0,14,0,2020
386,387. Hosts,2020,1h 29m,Unrated,4.3,2700.0,11392.0,5760154.237918216,2185475.1598360655,"['Adam Leader', 'Richard Oakes']","['Adam Leader', 'Richard Oakes']","['Neal Ward', 'Frank Jakeman', 'Samantha Loxley']",['Horror'],['United Kingdom'],"['Oxford, Oxfordshire, England, UK']","[""Odin's Light"", 'Dark Fable Media']",['English'],0,3,0,2020
387,388. Jiu Jitsu,2020,1h 42m,R,2.9,11000.0,99924.0,5760154.237918216,2185475.1598360655,['Dimitri Logothetis'],"['Dimitri Logothetis', 'Jim McGrath']","['Alain Moussi', 'Nicolas Cage', 'Raymond Pinharry']","['Action', 'Sci-Fi', 'Thriller']",['United States'],['Cyprus'],['Acme Rocket Fuel'],"['English', 'Burmese']",0,0,0,2020
388,389. Mortal,2020,1h 44m,R,5.9,11000.0,126068.0,5760154.237918216,2185475.1598360655,['André Øvredal'],"['André Øvredal', 'Norman Lesperance', 'Geoff Bussetil']","['Nat Wolff', 'Priyanka Bose', 'Arthur Hakalahti']","['Dark Fantasy', 'Superhero', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']","['Norway', 'United States', 'United Kingdom']",['Norway'],"['42', 'Automatik Entertainment', 'Eldorado Film']","['Norwegian', 'English']",0,0,0,2020
389,390. Monsters of Man,2020,2h 11m,Unrated,5.4,8600.0,6854.0,5760154.237918216,2185475.1598360655,['Mark Toia'],"['Jeff Hand', 'Mark Toia']","['Neal McDonough', 'Brett Tutor', 'Jose Rosete']","['Artificial Intelligence', 'Action', 'Sci-Fi', 'Thriller']",['Australia'],['Cambodia'],"['MRT Films Pty Ltd', 'Hanuman Films', '11:11 Entertainment']",['English'],0,0,0,2020
390,391. Breach,2020,1h 32m,R,2.9,20000.0,39328.0,5760154.237918216,2185475.1598360655,['John Suits'],"['Edward Drake', 'Corey Large']","['Cody Kearsley', 'Bruce Willis', 'Rachel Nichols']","['Dark Comedy', 'Dystopian Sci-Fi', 'Monster Horror', 'Space Sci-Fi', 'Action', 'Horror', 'Sci-Fi']","['United States', 'Canada', 'Germany']","['Fitzgerald, Georgia, USA']","['308 Ent', 'Almost Never Films Inc.', 'Aloe Entertainment']",['English'],0,0,0,2020
392,393. Antebellum,2020,1h 45m,R,5.8,31000.0,7792716.0,5760154.237918216,2185475.1598360655,"['Gerard Bush', 'Christopher Renz']","['Gerard Bush', 'Christopher Renz']","['Janelle Monáe', 'Eric Lange', 'Jena Malone']","['Psychological Horror', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Horror', 'Mystery', 'Thriller']",['United States'],"['New Orleans, Louisiana, USA']","['Lionsgate', 'QC Entertainment']",['English'],0,11,0,2020
395,396. Invasion,2020,2h 14m,Unrated,5.6,6300.0,16653687.0,5760154.237918216,2185475.1598360655,['Fedor Bondarchuk'],"['Oleg Malovichko', 'Andrey Zolotarev']","['Irina Starshenbaum', 'Rinal Mukhametov', 'Alexander Petrov']","['Action', 'Sci-Fi']",['Russia'],"['Origo Studios, Budapest, Hungary']","['Art Pictures Studio', 'NMG Studio', 'Vodorod']","['Russian', 'English']",0,0,0,2020
396,397. Valley Girl,2020,1h 42m,PG-13,5.5,4300.0,7671.0,5760154.237918216,2185475.1598360655,['Rachel Lee Goldenberg'],"['Andrew Lane', 'Wayne Crawford', 'Amy Talkington']","['Jessica Rothe', 'Josh Whitehouse', 'Jessie Ennis']","['Jukebox Musical', 'Comedy', 'Musical', 'Romance']",['United States'],"['Los Angeles, California, USA']","['Metro-Goldwyn-Mayer (MGM)', 'Sneak Preview Productions', 'Orion Classics']",['English'],0,0,0,2020
398,399. Skylines,2020,1h 53m,R,4.8,9600.0,170581.0,5760154.237918216,2185475.1598360655,"[""Liam O'Donnell""]","[""Liam O'Donnell"", 'Matthew E. Chausse']","['Lindsey Morgan', 'Jonathan Howard', 'Daniel Bernhardt']","['Dark Comedy', 'Dystopian Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']","['United Kingdom', 'United States']",['Lithuania'],"['Mirabelle Pictures Productions', 'Artbox', 'Cobalt Films']",['English'],0,0,0,2020
399,400. Penguin Bloom,2020,1h 35m,TV-14,6.8,13000.0,6172042.0,5760154.237918216,2185475.1598360655,['Glendyn Ivin'],"['Shaun Grant', 'Harry Cripps', 'Cameron Bloom']","['Naomi Watts', 'Griffin Murray-Johnston', 'Andrew Lincoln']","['Biography', 'Drama', 'Family']","['Australia', 'United States']","['Palm Beach, Sydney, New South Wales, Australia']","['Made Up Stories', 'Broadtalk', 'Create NSW']",['English'],0,13,0,2020
403,404. Into the Darkness,2020,2h 32m,Unrated,6.4,1900.0,13454.0,5760154.237918216,2185475.1598360655,['Anders Refn'],"['Flemming Quist Møller', 'Anders Refn']","['Jesper Christensen', 'Bodil Jørgensen', 'Mads Reuther']","['Drama', 'History', 'War']",['Denmark'],[Global],"['Space Rocket Nation', 'Spætt Film', 'Vulkan Film']","['Danish', 'German', 'Swedish']",0,0,0,2020
405,406. Ghosts of War,2020,1h 34m,R,5.6,13000.0,345289.0,5760154.237918216,2185475.1598360655,['Eric Bress'],['Eric Bress'],"['Brenton Thwaites', 'Kyle Gallner', 'Alan Ritchson']","['Supernatural Horror', 'Fantasy', 'Horror', 'Thriller', 'War']",['United Kingdom'],['Bulgaria'],"['Day Tripper Films', 'Miscellaneous Entertainment', 'SunJive Studios']",['English'],0,0,0,2020
407,408. Minamata,2020,1h 55m,R,7.2,24000.0,755878.0,5760154.237918216,2185475.1598360655,['Andrew Levitas'],"['David Kessler', 'Stephen Deuters', 'Andrew Levitas']","['Akiko Iwase', 'Kogarashi Wakasugi', 'Johnny Depp']",['Drama'],"['United Kingdom', 'United States', 'United Arab Emirates', 'Japan']","['Belgrade, Serbia']","['Metalwork Pictures', 'American International Pictures (AIP)', 'Golan Films']","['English', 'Japanese', 'Persian']",0,0,0,2020
409,410. Violet Evergarden: The Movie,2020,2h 20m,Unrated,8.3,11000.0,20302668.0,5760154.237918216,2185475.1598360655,['Taichi Ishidate'],"['Kana Akatsuki', 'Reiko Yoshida']","['Yui Ishikawa', 'Daisuke Namikawa', 'Takehito Koyasu']","['Anime', 'Animation', 'Drama', 'Fantasy', 'Romance']","['Japan', 'South Korea', 'Czech Republic', 'Germany']",[Global],"['Violet Evergarden Production Committee', 'ABC Animation', 'Animation DO']",['Japanese'],0,3,0,2020
410,411. The Heist of the Century,2020,1h 54m,18+,7.1,11000.0,7627100.0,5760154.237918216,2185475.1598360655,['Ariel Winograd'],"['Alex Zito', 'Fernando Araujo', 'Rodolfo Palacio']","['Guillermo Francella', 'Diego Peretti', 'Luis Luque']","['True Crime', 'Action', 'Biography', 'Comedy', 'Crime', 'Drama']","['Argentina', 'United States', 'Spain']","['Av. Del Libertador and Debenedetti, La Lucila, Buenos Aires, Argentina']","['AZ Films', 'MarVista Entertainment', 'DIRECTV Original']",['Spanish'],0,14,0,2020
411,412. Superintelligence,2020,1h 46m,PG,5.4,14000.0,4400000.0,5760154.237918216,2185475.1598360655,['Ben Falcone'],['Steve Mallory'],"['Melissa McCarthy', 'James Corden', 'Bobby Cannavale']","['Artificial Intelligence', 'Action', 'Comedy', 'Romance', 'Sci-Fi']",['United States'],"['Seattle, Washington, USA']","['Creative Wealth Media Finance', 'New Line Cinema', 'On the Day']",['English'],0,0,0,2020
412,413. Don't Listen,2020,1h 37m,TV-MA,6.1,18000.0,443458.0,5760154.237918216,2185475.1598360655,['Ángel Gómez Hernández'],"['Santiago Díaz', 'Ángel Gómez Hernández', 'Víctor Gado']","['Rodolfo Sancho', 'Ana Fernández', 'Ramón Barea']","['Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']",['Spain'],"['La Berzosa, Madrid, Spain']","['Canal Sur Televisión', 'Estudio v', 'Estudio v']",['Spanish'],0,2,0,2020
413,414. Post Mortem,2020,1h 55m,Unrated,5.5,3700.0,508801.0,5760154.237918216,2185475.1598360655,['Péter Bergendy'],"['Piros Zánkay', 'Gábor Hellebrandt', 'Péter Bergendy']","['Viktor Klem', 'Fruzsina Hais', 'Judit Schell']","['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",['Hungary'],"['Skanzen, Szentendre, Hungary']",['Szupermodern Stúdió'],"['Hungarian', 'German']",0,24,0,2020
414,415. Irresistible,2020,1h 41m,R,6.3,24000.0,371962.0,5760154.237918216,2185475.1598360655,['Jon Stewart'],['Jon Stewart'],"['Steve Carell', 'Rose Byrne', 'Chris Cooper']","['Dark Comedy', 'Political Drama', 'Satire', 'Comedy', 'Drama']",['United States'],"['Santa Clarita, California, USA']","['Busboy Productions', 'Plan B Entertainment']",['English'],0,0,0,2020
415,416. Trance,2020,2h 50m,Unrated,7.3,9100.0,490855.0,5760154.237918216,2185475.1598360655,['Anwar Rasheed'],['Vincent Vadakkan'],"['Nazriya Nazim', 'Fahadh Faasil', 'Gautham Vasudev Menon']","['Drama', 'Thriller']",['India'],[Global],['Anwar Rasheed Entertainment'],"['Malayalam', 'Tamil']",0,0,0,2020
417,418. Worth,2020,1h 58m,PG-13,6.8,19000.0,106645.0,5760154.237918216,2185475.1598360655,['Sara Colangelo'],['Max Borenstein'],"['Michael Keaton', 'Amy Ryan', 'Stanley Tucci']","['Biography', 'Drama', 'History']","['United Kingdom', 'Canada', 'United States']","['Astoria, Oregon, USA']","['Anonymous Content', 'MadRiver Pictures', 'Paradise City Films']",['English'],0,0,0,2020
420,421. Kalashnikov,2020,1h 50m,Unrated,6.6,5200.0,1593464.0,5760154.237918216,2185475.1598360655,['Konstantin Buslov'],"['Sergei Gorbunov', 'Anatoliy Usov', 'Sergei Bodrov']","['Yura Borisov', 'Olga Lerman', 'Artur Smolyaninov']","['Period Drama', 'Biography', 'Drama', 'History', 'War']",['Russia'],"['Moscow, Russia']",['RB Production'],['Russian'],0,0,0,2020
424,425. Rogue,2020,1h 45m,R,4.2,10000.0,242884.0,5760154.237918216,2185475.1598360655,['M.J. Bassett'],"['Isabel Bassett', 'M.J. Bassett', 'Mark Middlewick']","['Megan Fox', 'Philip Winchester', 'Greg Kriek']","['Dark Comedy', 'Psychological Thriller', 'Action', 'Horror', 'Thriller']","['United States', 'South Africa', 'United Kingdom']","['Glen Afric Country Lodge, Broederstroom, South Africa']","['Grindstone Entertainment Group', 'Hassell Free Productions', 'Mannequin Pictures']",['English'],0,0,0,2020
426,427. Persian Lessons,2020,2h 7m,Unrated,7.4,13000.0,4849240.0,5760154.237918216,2185475.1598360655,['Vadim Perelman'],"['Ilja Zofin', 'Wolfgang Kohlhaase']","['Nahuel Pérez Biscayart', 'Lars Eidinger', 'Jonas Nay']","['Drama', 'War']","['Russia', 'Germany', 'Belarus']",[Global],"['Hype Film', 'LM Media', 'ONE TWO Films']","['German', 'French', 'Italian', 'English', 'Persian']",0,15,0,2020
433,434. Let It Snow,2020,1h 27m,R,4.4,1800.0,129887.0,5760154.237918216,2185475.1598360655,['Stanislav Kapralov'],"['Stanislav Kapralov', 'Omri Rose']","['Ivanna Sakhno', 'Alex Hafner', 'Tinatin Dalakishvili']","['Horror', 'Thriller']","['Ukraine', 'Georgia', 'Spain', 'United States']",['Georgia'],"['Solar Media Entertainment', 'FishCorb Films']","['English', 'Georgian']",0,0,0,2020
437,438. Alien on Stage,2020,1h 26m,Unrated,7.3,245000.0,229.0,5760154.237918216,2185475.1598360655,"['Lucy Harvey', 'Danielle Kummer']",[],"['Jason Hill', 'Lydia Hayward', 'Jacqui Roe']",['Documentary'],['United Kingdom'],"['Wimborne, Dorset, England, UK']","['Definitive Film', 'Fool For Love Films']",['English'],0,3,0,2020
438,439. The Occupant,2020,1h 43m,TV-MA,6.4,21000.0,1845.0,5760154.237918216,2185475.1598360655,"['David Pastor', 'Àlex Pastor']","['Àlex Pastor', 'David Pastor']","['Javier Gutiérrez', 'Mario Casas', 'Bruna Cusí']","['Drama', 'Thriller']",['Spain'],"['Barcelona, Spain']",['Nostromo Pictures'],['Spanish'],0,0,0,2020
439,440. The Mole Agent,2020,1h 24m,Unrated,7.5,9900.0,401983.0,5760154.237918216,2185475.1598360655,['Maite Alberdi'],['Maite Alberdi'],"['Sergio Chamy', 'Romulo Aitken', 'Marta Olivares']",['Documentary'],"['Chile', 'United States', 'Germany', 'Netherlands', 'Spain']","['El Monte, Chile']","['Micromundo Producciones', 'Motto Pictures', 'Sutor Kolonko']",['Spanish'],0,24,1,2020
